Country,Year,Production
Philippines,1995,23.59
Philippines,1996,25.340000000000003
Philippines,1997,26.72
Philippines,1998,26.599999999999998
Philippines,1999,28.22
Philippines,2000,28.77
Philippines,2001,29.330000000000002
Philippines,2002,30.31
Philippines,2003,30.68
Philippines,2004,30.269999999999996
Philippines,2005,29.68
Philippines,2006,31.16
Philippines,2007,33.05
Philippines,2008,33.62
Philippines,2009,33.45
Philippines,2010,34.47
Philippines,2011,34.480000000000004
Philippines,2012,34.78
Philippines,2013,35.099999999999994
Poland,1991,77.97
Poland,1992,76.07
Poland,1993,73.39999999999999
Poland,1994,68.51
Poland,1995,69.25
Poland,1996,70.59
Poland,1997,65.83
Poland,1998,69.57
Poland,1999,72.33
Poland,2000,70.71000000000001
Poland,2001,70.74000000000001
Poland,2002,73.92
Poland,2003,75.11
Poland,2004,73.16
Poland,2005,72.85
Poland,2006,75.97
Poland,2007,75.44
Poland,2008,73.59
Poland,2009,74.53999999999999
Poland,2010,74.72
Poland,2011,76.29
Poland,2012,75.35
Poland,2013,76.08
Portugal,1991,63.43
Portugal,1992,69.61999999999999
Portugal,1993,73.68
Portugal,1994,77.17
Portugal,1995,74.35
Portugal,1996,76.34
Portugal,1997,78.3
Portugal,1998,83.99000000000001
Portugal,1999,87.02000000000001
Portugal,2000,87.36
Portugal,2001,86.97999999999999
Portugal,2002,85.17
Portugal,2003,82.96
Portugal,2004,84.16
Portugal,2005,84.91
Portugal,2006,87.47
Portugal,2007,94.05
Portugal,2008,92.82
Portugal,2009,93.6
Portugal,2010,93.34
Portugal,2011,90.31
Portugal,2012,88.27000000000001
Portugal,2013,88.36
Republic of Korea,1991,28.24
Republic of Korea,1992,34.53
Republic of Korea,1993,34.559999999999995
Republic of Korea,1994,36.55
Republic of Korea,1995,38.39
Republic of Korea,1996,41.05
Republic of Korea,1997,42.39
Republic of Korea,1998,39.44
Republic of Korea,1999,46.16
Republic of Korea,2000,47.58
Republic of Korea,2001,43.66
Republic of Korea,2002,50.35
Republic of Korea,2003,53.11
Republic of Korea,2004,45.099999999999994
Republic of Korea,2005,49.800000000000004
Republic of Korea,2006,54.65
Republic of Korea,2007,56.3
Republic of Korea,2008,55.919999999999995
Republic of Korea,2009,56.4
Republic of Korea,2010,59.13
Republic of Korea,2011,62.2
Republic of Korea,2012,63.620000000000005
Republic of Korea,2013,63.61
Republic of Moldova,1991,0.0
Republic of Moldova,1992,46.709999999999994
Republic of Moldova,1993,34.03
Republic of Moldova,1994,27.990000000000002
Republic of Moldova,1995,22.75
Republic of Moldova,1996,23.540000000000003
Republic of Moldova,1997,20.42
Republic of Moldova,1998,22.06
Republic of Moldova,1999,18.97
Republic of Moldova,2000,19.51
Republic of Moldova,2001,22.98
Republic of Moldova,2002,23.04
Republic of Moldova,2003,23.310000000000002
Republic of Moldova,2004,29.09
Republic of Moldova,2005,37.040000000000006
Republic of Moldova,2006,37.84
Republic of Moldova,2007,35.800000000000004
Republic of Moldova,2008,32.4
Republic of Moldova,2009,29.2
Republic of Moldova,2010,35.9
Republic of Moldova,2011,37.32
Republic of Moldova,2012,38.95
Republic of Moldova,2013,39.849999999999994
Romania,1991,64.47999999999999
Romania,1992,58.16
Romania,1993,56.4
Romania,1994,54.3
Romania,1995,54.029999999999994
Romania,1996,50.35
Romania,1997,50.19
Romania,1998,53.900000000000006
Romania,1999,50.21000000000001
Romania,2000,47.42
Romania,2001,48.29
Romania,2002,54.24999999999999
Romania,2003,59.43
Romania,2004,53.25
Romania,2005,62.48
Romania,2006,61.56999999999999
Romania,2007,61.59
Romania,2008,61.68
Romania,2009,65.56
Romania,2010,57.76
Romania,2011,53.39999999999999
Romania,2012,53.42
Romania,2013,49.4
Russian Federation,1991,0.0
Russian Federation,1992,61.209999999999994
Russian Federation,1993,58.81
Russian Federation,1994,54.97
Russian Federation,1995,53.120000000000005
Russian Federation,1996,49.93
Russian Federation,1997,48.86
Russian Federation,1998,47.09
Russian Federation,1999,40.9
Russian Federation,2000,39.86
Russian Federation,2001,45.58
Russian Federation,2002,50.04
Russian Federation,2003,51.75
Russian Federation,2004,50.0
Russian Federation,2005,52.120000000000005
Russian Federation,2006,55.74
Russian Federation,2007,60.13
Russian Federation,2008,64.85999999999999
Russian Federation,2009,63.75
Russian Federation,2010,65.37
Russian Federation,2011,66.22999999999999
Russian Federation,2012,72.75999999999999
Russian Federation,2013,74.82
Rwanda,1991,4.52
Rwanda,1992,4.7
Rwanda,1993,4.87
Rwanda,1994,4.92
Rwanda,1995,4.240000000000001
Rwanda,1996,4.49
Rwanda,1997,4.44
Rwanda,1998,4.63
Rwanda,1999,4.8
Rwanda,2000,4.43
Rwanda,2001,4.6
Rwanda,2002,4.7700000000000005
Rwanda,2003,5.189999999999999
Rwanda,2004,5.510000000000001
Rwanda,2005,5.6
Rwanda,2006,5.94
Rwanda,2007,6.120000000000001
Rwanda,2008,6.4
Rwanda,2009,6.390000000000001
Rwanda,2010,7.77
Rwanda,2011,7.82
Rwanda,2012,7.87
Rwanda,2013,8.01
Saint Kitts and Nevis,1991,66.57000000000001
Saint Kitts and Nevis,1992,65.78999999999999
Saint Kitts and Nevis,1993,63.519999999999996
Saint Kitts and Nevis,1994,64.28
Saint Kitts and Nevis,1995,73.75999999999999
Saint Kitts and Nevis,1996,72.13
Saint Kitts and Nevis,1997,67.63
Saint Kitts and Nevis,1998,73.03
Saint Kitts and Nevis,1999,71.27
Saint Kitts and Nevis,2000,76.9
Saint Kitts and Nevis,2001,76.91
Saint Kitts and Nevis,2002,81.42
Saint Kitts and Nevis,2003,79.34
Saint Kitts and Nevis,2004,84.36
Saint Kitts and Nevis,2005,77.51
Saint Kitts and Nevis,2006,77.22999999999999
Saint Kitts and Nevis,2007,73.48
Saint Kitts and Nevis,2008,78.8
Saint Kitts and Nevis,2009,73.75
Saint Kitts and Nevis,2010,79.35
Saint Kitts and Nevis,2011,80.16
Saint Kitts and Nevis,2012,78.05
Saint Kitts and Nevis,2013,79.08
Saint Lucia,1991,81.35
Saint Lucia,1992,81.9
Saint Lucia,1993,88.41999999999999
Saint Lucia,1994,91.88
Saint Lucia,1995,91.77000000000001
Saint Lucia,1996,91.43
Saint Lucia,1997,90.59
Saint Lucia,1998,89.19
Saint Lucia,1999,102.19999999999999
Saint Lucia,2000,99.07
Saint Lucia,2001,92.84
Saint Lucia,2002,91.06
Saint Lucia,2003,91.57
Saint Lucia,2004,99.24000000000001
Saint Lucia,2005,93.75
Saint Lucia,2006,88.58
Saint Lucia,2007,92.41999999999999
Saint Lucia,2008,89.69999999999999
Saint Lucia,2009,88.83
Saint Lucia,2010,95.65
Saint Lucia,2011,98.75999999999999
Saint Lucia,2012,97.38
Saint Lucia,2013,99.49
Saint Vincent and the Grenadines,1991,56.78
Saint Vincent and the Grenadines,1992,61.370000000000005
Saint Vincent and the Grenadines,1993,63.269999999999996
Saint Vincent and the Grenadines,1994,59.7
Saint Vincent and the Grenadines,1995,66.84
Saint Vincent and the Grenadines,1996,64.95
Saint Vincent and the Grenadines,1997,64.57
Saint Vincent and the Grenadines,1998,66.97999999999999
Saint Vincent and the Grenadines,1999,67.07
Saint Vincent and the Grenadines,2000,66.05000000000001
Saint Vincent and the Grenadines,2001,62.59
Saint Vincent and the Grenadines,2002,78.26
Saint Vincent and the Grenadines,2003,80.03999999999999
Saint Vincent and the Grenadines,2004,83.81
Saint Vincent and the Grenadines,2005,83.27
Saint Vincent and the Grenadines,2006,86.87
Saint Vincent and the Grenadines,2007,90.52
Saint Vincent and the Grenadines,2008,94.33
Saint Vincent and the Grenadines,2009,93.44999999999999
Saint Vincent and the Grenadines,2010,97.19
Saint Vincent and the Grenadines,2011,96.77
Saint Vincent and the Grenadines,2012,94.19
Saint Vincent and the Grenadines,2013,95.55000000000001
Samoa,1991,69.41000000000001
Samoa,1992,67.9
Samoa,1993,71.0
Samoa,1994,70.89
Samoa,1995,66.36
Samoa,1996,68.81
Samoa,1997,54.06
Samoa,1998,66.65
Samoa,1999,67.64
Samoa,2000,73.91
Samoa,2001,79.27
Samoa,2002,76.52
Samoa,2003,79.21000000000001
Samoa,2004,71.84
Samoa,2005,83.94
Samoa,2006,75.49
Samoa,2007,82.44999999999999
Samoa,2008,84.72
Samoa,2009,83.24000000000001
Samoa,2010,89.72
Samoa,2011,91.94
Samoa,2012,105.99
Samoa,2013,102.2
Sao Tome and Principe,1991,5.34
Sao Tome and Principe,1992,5.81
Sao Tome and Principe,1993,5.59
Sao Tome and Principe,1994,6.29
Sao Tome and Principe,1995,6.54
Sao Tome and Principe,1996,7.03
Sao Tome and Principe,1997,5.83
Sao Tome and Principe,1998,6.53
Sao Tome and Principe,1999,8.05
Sao Tome and Principe,2000,8.0
Sao Tome and Principe,2001,8.09
Sao Tome and Principe,2002,9.76
Sao Tome and Principe,2003,14.17
Sao Tome and Principe,2004,12.510000000000002
Sao Tome and Principe,2005,13.49
Sao Tome and Principe,2006,13.17
Sao Tome and Principe,2007,13.65
Sao Tome and Principe,2008,14.260000000000002
Sao Tome and Principe,2009,16.82
Sao Tome and Principe,2010,20.119999999999997
Sao Tome and Principe,2011,18.47
Sao Tome and Principe,2012,15.09
Sao Tome and Principe,2013,16.09
Saudi Arabia,1991,45.6
Saudi Arabia,1992,41.699999999999996
Saudi Arabia,1993,37.209999999999994
Saudi Arabia,1994,36.269999999999996
Saudi Arabia,1995,45.129999999999995
Saudi Arabia,1996,42.94
Saudi Arabia,1997,45.81
Saudi Arabia,1998,49.629999999999995
Saudi Arabia,1999,52.25
Saudi Arabia,2000,53.11
Saudi Arabia,2001,50.33
Saudi Arabia,2002,48.370000000000005
Saudi Arabia,2003,49.629999999999995
Saudi Arabia,2004,47.47
Saudi Arabia,2005,52.160000000000004
Saudi Arabia,2006,50.11
Saudi Arabia,2007,52.03
Saudi Arabia,2008,50.339999999999996
Saudi Arabia,2009,53.75
Saudi Arabia,2010,59.129999999999995
Saudi Arabia,2011,58.43
Saudi Arabia,2012,57.97
Saudi Arabia,2013,63.75
Senegal,1991,13.01
Senegal,1992,12.22
Senegal,1993,12.000000000000002
Senegal,1994,11.74
Senegal,1995,11.68
Senegal,1996,11.33
Senegal,1997,11.4
Senegal,1998,11.250000000000002
Senegal,1999,11.510000000000002
Senegal,2000,11.99
Senegal,2001,12.57
Senegal,2002,12.27
Senegal,2003,12.28
Senegal,2004,12.440000000000001
Senegal,2005,12.98
Senegal,2006,12.83
Senegal,2007,12.310000000000002
Senegal,2008,13.120000000000001
Senegal,2009,13.21
Senegal,2010,13.53
Senegal,2011,14.509999999999998
Senegal,2012,15.39
Senegal,2013,15.79
Serbia,1991,0.0
Serbia,1992,0.0
Serbia,1993,0.0
Serbia,1994,0.0
Serbia,1995,0.0
Serbia,1996,0.0
Serbia,1997,0.0
Serbia,1998,0.0
Serbia,1999,0.0
Serbia,2000,0.0
Serbia,2001,0.0
Serbia,2002,0.0
Serbia,2003,0.0
Serbia,2004,0.0
Serbia,2005,0.0
Serbia,2006,40.9
Serbia,2007,44.980000000000004
Serbia,2008,45.68
Serbia,2009,45.9
Serbia,2010,47.620000000000005
Serbia,2011,49.22
Serbia,2012,52.0
Serbia,2013,53.31
Serbia and Montenegro,1991,0.0
Serbia and Montenegro,1992,91.48
Serbia and Montenegro,1993,84.02
Serbia and Montenegro,1994,84.28
Serbia and Montenegro,1995,94.15
Serbia and Montenegro,1996,98.08
Serbia and Montenegro,1997,92.01
Serbia and Montenegro,1998,90.45
Serbia and Montenegro,1999,89.93
Serbia and Montenegro,2000,87.75
Serbia and Montenegro,2001,79.73
Serbia and Montenegro,2002,87.03
Serbia and Montenegro,2003,82.37
Serbia and Montenegro,2004,79.3
Serbia and Montenegro,2005,81.95
Serbia and Montenegro,2006,0.0
Serbia and Montenegro,2007,0.0
Serbia and Montenegro,2008,0.0
Serbia and Montenegro,2009,0.0
Serbia and Montenegro,2010,0.0
Serbia and Montenegro,2011,0.0
Serbia and Montenegro,2012,0.0
Serbia and Montenegro,2013,0.0
Sierra Leone,1991,5.15
Sierra Leone,1992,5.33
Sierra Leone,1993,5.5600000000000005
Sierra Leone,1994,5.72
Sierra Leone,1995,5.609999999999999
Sierra Leone,1996,5.32
Sierra Leone,1997,5.32
Sierra Leone,1998,5.29
Sierra Leone,1999,5.26
Sierra Leone,2000,4.88
Sierra Leone,2001,2.79
Sierra Leone,2002,5.140000000000001
Sierra Leone,2003,5.0
Sierra Leone,2004,4.93
Sierra Leone,2005,5.04
Sierra Leone,2006,5.75
Sierra Leone,2007,6.5600000000000005
Sierra Leone,2008,7.12
Sierra Leone,2009,7.58
Sierra Leone,2010,8.46
Sierra Leone,2011,9.190000000000001
Sierra Leone,2012,11.239999999999998
Sierra Leone,2013,10.68
Slovakia,1991,0.0
Slovakia,1992,0.0
Slovakia,1993,72.74
Slovakia,1994,68.14999999999999
Slovakia,1995,64.97
Slovakia,1996,69.87
Slovakia,1997,69.91
Slovakia,1998,66.52
Slovakia,1999,67.55
Slovakia,2000,57.89
Slovakia,2001,54.75
Slovakia,2002,61.24000000000001
Slovakia,2003,64.96
Slovakia,2004,62.0
Slovakia,2005,65.64
Slovakia,2006,61.94
Slovakia,2007,59.849999999999994
Slovakia,2008,60.88
Slovakia,2009,60.47
Slovakia,2010,58.31999999999999
Slovakia,2011,61.11999999999999
Slovakia,2012,50.510000000000005
Slovakia,2013,53.88
Slovenia,1991,0.0
Slovenia,1992,49.040000000000006
Slovenia,1993,82.99000000000001
Slovenia,1994,87.75999999999999
Slovenia,1995,88.03
Slovenia,1996,89.97999999999999
Slovenia,1997,91.18
Slovenia,1998,86.0
Slovenia,1999,91.96
Slovenia,2000,92.6
Slovenia,2001,86.42000000000002
Slovenia,2002,81.69
Slovenia,2003,92.88999999999999
Slovenia,2004,89.22
Slovenia,2005,91.32000000000001
Slovenia,2006,86.96000000000001
Slovenia,2007,84.18
Slovenia,2008,88.22
Slovenia,2009,87.52000000000001
Slovenia,2010,85.93
Slovenia,2011,81.54
Slovenia,2012,78.19
Slovenia,2013,71.38
Solomon Islands,1991,9.73
Solomon Islands,1992,9.5
Solomon Islands,1993,10.17
Solomon Islands,1994,10.05
Solomon Islands,1995,10.06
Solomon Islands,1996,11.18
Solomon Islands,1997,10.17
Solomon Islands,1998,8.07
Solomon Islands,1999,7.76
Solomon Islands,2000,7.56
Solomon Islands,2001,7.57
Solomon Islands,2002,9.64
Solomon Islands,2003,8.799999999999999
Solomon Islands,2004,9.18
Solomon Islands,2005,9.66
Solomon Islands,2006,10.4
Solomon Islands,2007,10.76
Solomon Islands,2008,11.489999999999998
Solomon Islands,2009,12.13
Solomon Islands,2010,11.47
Solomon Islands,2011,16.43
Solomon Islands,2012,12.850000000000001
Solomon Islands,2013,13.809999999999999
South Africa,1991,39.839999999999996
South Africa,1992,41.09
South Africa,1993,39.8
South Africa,1994,40.199999999999996
South Africa,1995,37.39
South Africa,1996,36.95
South Africa,1997,38.18000000000001
South Africa,1998,35.400000000000006
South Africa,1999,37.230000000000004
South Africa,2000,41.59
South Africa,2001,39.08
South Africa,2002,40.019999999999996
South Africa,2003,42.040000000000006
South Africa,2004,43.44
South Africa,2005,45.91
South Africa,2006,49.53
South Africa,2007,52.8
South Africa,2008,56.55
South Africa,2009,57.480000000000004
South Africa,2010,58.23
South Africa,2011,59.31
South Africa,2012,60.370000000000005
South Africa,2013,64.92
Spain,1991,96.65
Spain,1992,96.94
Spain,1993,99.74
Spain,1994,100.26
Spain,1995,101.31
Spain,1996,102.9
Spain,1997,103.47
Spain,1998,116.79
Spain,1999,114.71000000000001
Spain,2000,113.25
Spain,2001,115.11
Spain,2002,119.61
Spain,2003,118.39
Spain,2004,108.4
Spain,2005,108.06
Spain,2006,107.19000000000001
Spain,2007,110.81
Spain,2008,102.49
Spain,2009,98.43
Spain,2010,96.64
Spain,2011,95.76
Spain,2012,95.67
Spain,2013,94.05
Sri Lanka,1991,3.47
Sri Lanka,1992,4.0
Sri Lanka,1993,4.35
Sri Lanka,1994,5.02
Sri Lanka,1995,5.29
Sri Lanka,1996,5.16
Sri Lanka,1997,5.23
Sri Lanka,1998,5.03
Sri Lanka,1999,4.83
Sri Lanka,2000,5.37
Sri Lanka,2001,6.23
Sri Lanka,2002,6.35
Sri Lanka,2003,6.529999999999999
Sri Lanka,2004,6.720000000000001
Sri Lanka,2005,6.83
Sri Lanka,2006,5.73
Sri Lanka,2007,6.670000000000001
Sri Lanka,2008,6.5
Sri Lanka,2009,6.26
Sri Lanka,2010,6.59
Sri Lanka,2011,6.34
Sri Lanka,2012,6.45
Sri Lanka,2013,6.48
Sudan,1991,0.0
Sudan,1992,0.0
Sudan,1993,0.0
Sudan,1994,0.0
Sudan,1995,0.0
Sudan,1996,0.0
Sudan,1997,0.0
Sudan,1998,0.0
Sudan,1999,0.0
Sudan,2000,0.0
Sudan,2001,0.0
Sudan,2002,0.0
Sudan,2003,0.0
Sudan,2004,0.0
Sudan,2005,0.0
Sudan,2006,0.0
Sudan,2007,0.0
Sudan,2008,0.0
Sudan,2009,0.0
Sudan,2010,0.0
Sudan,2011,0.0
Sudan,2012,26.849999999999998
Sudan,2013,27.06
Sudan (former),1991,16.38
Sudan (former),1992,17.109999999999996
Sudan (former),1993,17.22
Sudan (former),1994,17.92
Sudan (former),1995,19.15
Sudan (former),1996,19.01
Sudan (former),1997,20.64
Sudan (former),1998,22.319999999999997
Sudan (former),1999,23.470000000000002
Sudan (former),2000,24.19
Sudan (former),2001,24.88
Sudan (former),2002,24.790000000000003
Sudan (former),2003,25.02
Sudan (former),2004,24.88
Sudan (former),2005,25.27
Sudan (former),2006,25.09
Sudan (former),2007,24.560000000000002
Sudan (former),2008,24.580000000000002
Sudan (former),2009,23.71
Sudan (former),2010,23.86
Sudan (former),2011,24.310000000000002
Sudan (former),2012,0.0
Sudan (former),2013,0.0
Suriname,1991,40.63
Suriname,1992,32.67
Suriname,1993,28.78
Suriname,1994,23.560000000000002
Suriname,1995,30.98
Suriname,1996,34.769999999999996
Suriname,1997,39.45
Suriname,1998,41.07
Suriname,1999,42.22
Suriname,2000,40.11
Suriname,2001,39.42
Suriname,2002,40.54
Suriname,2003,37.67
Suriname,2004,39.09
Suriname,2005,40.1
Suriname,2006,42.65
Suriname,2007,48.21
Suriname,2008,48.77
Suriname,2009,48.879999999999995
Suriname,2010,58.69
Suriname,2011,55.67
Suriname,2012,56.879999999999995
Suriname,2013,56.06
Eswatini,1991,24.54
Eswatini,1992,26.86
Eswatini,1993,27.1
Eswatini,1994,24.88
Eswatini,1995,24.98
Eswatini,1996,23.44
Eswatini,1997,29.61
Eswatini,1998,28.63
Eswatini,1999,26.799999999999997
Eswatini,2000,24.799999999999997
Eswatini,2001,26.88
Eswatini,2002,34.239999999999995
Eswatini,2003,36.14
Eswatini,2004,47.39
Eswatini,2005,33.79
Eswatini,2006,28.380000000000003
Eswatini,2007,26.71
Eswatini,2008,24.330000000000002
Eswatini,2009,24.08
Eswatini,2010,24.439999999999998
Eswatini,2011,22.69
Eswatini,2012,22.6
Eswatini,2013,25.9
Sweden,1991,59.04
Sweden,1992,61.339999999999996
Sweden,1993,61.830000000000005
Sweden,1994,64.33
Sweden,1995,64.76
Sweden,1996,66.21
Sweden,1997,67.72
Sweden,1998,69.33
Sweden,1999,72.59
Sweden,2000,69.03999999999999
Sweden,2001,70.18
Sweden,2002,76.15
Sweden,2003,76.50999999999999
Sweden,2004,77.08
Sweden,2005,77.59
Sweden,2006,77.24
Sweden,2007,78.42999999999999
Sweden,2008,79.49
Sweden,2009,78.4
Sweden,2010,80.51
Sweden,2011,81.22999999999999
Sweden,2012,78.72
Sweden,2013,81.56
Switzerland,1991,83.36
Switzerland,1992,80.72
Switzerland,1993,78.09
Switzerland,1994,74.52
Switzerland,1995,74.82000000000001
Switzerland,1996,73.15
Switzerland,1997,72.0
Switzerland,1998,73.6
Switzerland,1999,72.74000000000001
Switzerland,2000,71.54
Switzerland,2001,72.31
Switzerland,2002,72.81
Switzerland,2003,72.37
Switzerland,2004,72.32
Switzerland,2005,72.4
Switzerland,2006,72.2
Switzerland,2007,73.18
Switzerland,2008,74.6
Switzerland,2009,73.52
Switzerland,2010,75.03
Switzerland,2011,74.73
Switzerland,2012,72.03
Switzerland,2013,72.32
Tajikistan,1991,0.0
Tajikistan,1992,14.729999999999999
Tajikistan,1993,9.610000000000001
Tajikistan,1994,9.46
Tajikistan,1995,10.959999999999999
Tajikistan,1996,11.1
Tajikistan,1997,8.67
Tajikistan,1998,8.459999999999999
Tajikistan,1999,8.6
Tajikistan,2000,8.92
Tajikistan,2001,8.3
Tajikistan,2002,9.410000000000002
Tajikistan,2003,9.71
Tajikistan,2004,9.08
Tajikistan,2005,10.33
Tajikistan,2006,9.34
Tajikistan,2007,12.37
Tajikistan,2008,14.229999999999999
Tajikistan,2009,13.790000000000001
Tajikistan,2010,13.64
Tajikistan,2011,13.899999999999999
Tajikistan,2012,33.459999999999994
Tajikistan,2013,34.87
Thailand,1991,26.55
Thailand,1992,29.75
Thailand,1993,30.419999999999998
Thailand,1994,29.759999999999998
Thailand,1995,28.979999999999997
Thailand,1996,28.47
Thailand,1997,27.54
Thailand,1998,27.53
Thailand,1999,25.71
Thailand,2000,26.66
Thailand,2001,25.31
Thailand,2002,26.169999999999998
Thailand,2003,27.6
Thailand,2004,26.509999999999998
Thailand,2005,27.82
Thailand,2006,28.950000000000003
Thailand,2007,30.72
Thailand,2008,28.32
Thailand,2009,26.990000000000002
Thailand,2010,28.1
Thailand,2011,27.89
Thailand,2012,28.18
Thailand,2013,29.33
The former Yugoslav Republic of Macedonia,1991,0.0
The former Yugoslav Republic of Macedonia,1992,22.4
The former Yugoslav Republic of Macedonia,1993,30.9
The former Yugoslav Republic of Macedonia,1994,41.67
The former Yugoslav Republic of Macedonia,1995,37.150000000000006
The former Yugoslav Republic of Macedonia,1996,38.239999999999995
The former Yugoslav Republic of Macedonia,1997,29.89
The former Yugoslav Republic of Macedonia,1998,32.199999999999996
The former Yugoslav Republic of Macedonia,1999,33.91
The former Yugoslav Republic of Macedonia,2000,30.939999999999998
The former Yugoslav Republic of Macedonia,2001,29.81
The former Yugoslav Republic of Macedonia,2002,36.5
The former Yugoslav Republic of Macedonia,2003,36.87
The former Yugoslav Republic of Macedonia,2004,39.129999999999995
The former Yugoslav Republic of Macedonia,2005,36.93
The former Yugoslav Republic of Macedonia,2006,37.01
The former Yugoslav Republic of Macedonia,2007,49.21
The former Yugoslav Republic of Macedonia,2008,37.269999999999996
The former Yugoslav Republic of Macedonia,2009,39.629999999999995
The former Yugoslav Republic of Macedonia,2010,37.01
The former Yugoslav Republic of Macedonia,2011,35.550000000000004
The former Yugoslav Republic of Macedonia,2012,38.0
The former Yugoslav Republic of Macedonia,2013,38.15
Timor-Leste,1991,44.019999999999996
Timor-Leste,1992,45.660000000000004
Timor-Leste,1993,43.230000000000004
Timor-Leste,1994,40.209999999999994
Timor-Leste,1995,37.26
Timor-Leste,1996,31.38
Timor-Leste,1997,39.67999999999999
Timor-Leste,1998,40.42
Timor-Leste,1999,36.239999999999995
Timor-Leste,2000,37.400000000000006
Timor-Leste,2001,39.21
Timor-Leste,2002,40.839999999999996
Timor-Leste,2003,40.22
Timor-Leste,2004,39.96
Timor-Leste,2005,32.449999999999996
Timor-Leste,2006,33.71
Timor-Leste,2007,34.24
Timor-Leste,2008,34.010000000000005
Timor-Leste,2009,34.94
Timor-Leste,2010,34.410000000000004
Timor-Leste,2011,35.61
Timor-Leste,2012,36.11
Timor-Leste,2013,37.17
Togo,1991,7.52
Togo,1992,7.390000000000001
Togo,1993,7.170000000000001
Togo,1994,7.359999999999999
Togo,1995,6.779999999999999
Togo,1996,7.55
Togo,1997,8.07
Togo,1998,7.88
Togo,1999,7.75
Togo,2000,9.29
Togo,2001,9.370000000000001
Togo,2002,9.57
Togo,2003,9.76
Togo,2004,9.33
Togo,2005,9.57
Togo,2006,9.86
Togo,2007,9.89
Togo,2008,11.24
Togo,2009,11.649999999999999
Togo,2010,11.84
Togo,2011,12.100000000000001
Togo,2012,12.14
Togo,2013,12.120000000000001
Trinidad and Tobago,1991,34.019999999999996
Trinidad and Tobago,1992,31.02
Trinidad and Tobago,1993,35.2
Trinidad and Tobago,1994,30.990000000000002
Trinidad and Tobago,1995,33.96
Trinidad and Tobago,1996,33.75
Trinidad and Tobago,1997,31.019999999999996
Trinidad and Tobago,1998,33.379999999999995
Trinidad and Tobago,1999,35.47
Trinidad and Tobago,2000,39.69
Trinidad and Tobago,2001,43.94
Trinidad and Tobago,2002,50.84
Trinidad and Tobago,2003,53.08
Trinidad and Tobago,2004,57.82
Trinidad and Tobago,2005,55.04
Trinidad and Tobago,2006,52.45
Trinidad and Tobago,2007,60.59
Trinidad and Tobago,2008,60.5
Trinidad and Tobago,2009,64.06
Trinidad and Tobago,2010,69.37
Trinidad and Tobago,2011,68.86
Trinidad and Tobago,2012,71.67
Trinidad and Tobago,2013,76.32
Tunisia,1991,19.45
Tunisia,1992,20.98
Tunisia,1993,21.71
Tunisia,1994,21.35
Tunisia,1995,21.28
Tunisia,1996,21.24
Tunisia,1997,22.53
Tunisia,1998,23.85
Tunisia,1999,25.27
Tunisia,2000,26.689999999999998
Tunisia,2001,26.72
Tunisia,2002,27.22
Tunisia,2003,25.28
Tunisia,2004,26.1
Tunisia,2005,25.18
Tunisia,2006,24.07
Tunisia,2007,26.39
Tunisia,2008,26.130000000000003
Tunisia,2009,25.52
Tunisia,2010,27.34
Tunisia,2011,25.71
Tunisia,2012,29.17
Tunisia,2013,30.27
Turkey,1991,21.02
Turkey,1992,20.439999999999998
Turkey,1993,20.369999999999997
Turkey,1994,20.43
Turkey,1995,20.81
Turkey,1996,18.81
Turkey,1997,20.54
Turkey,1998,20.15
Turkey,1999,21.36
Turkey,2000,22.04
Turkey,2001,20.22
Turkey,2002,20.799999999999997
Turkey,2003,22.230000000000004
Turkey,2004,23.2
Turkey,2005,22.830000000000002
Turkey,2006,22.619999999999997
Turkey,2007,25.72
Turkey,2008,24.35
Turkey,2009,25.540000000000003
Turkey,2010,31.39
Turkey,2011,33.42
Turkey,2012,34.839999999999996
Turkey,2013,35.13
Turkmenistan,1991,0.0
Turkmenistan,1992,36.03
Turkmenistan,1993,30.91
Turkmenistan,1994,29.489999999999995
Turkmenistan,1995,30.17
Turkmenistan,1996,25.85
Turkmenistan,1997,25.450000000000003
Turkmenistan,1998,30.43
Turkmenistan,1999,30.03
Turkmenistan,2000,33.87
Turkmenistan,2001,35.699999999999996
Turkmenistan,2002,41.730000000000004
Turkmenistan,2003,45.1
Turkmenistan,2004,44.93
Turkmenistan,2005,44.089999999999996
Turkmenistan,2006,43.7
Turkmenistan,2007,57.75
Turkmenistan,2008,57.71
Turkmenistan,2009,58.61
Turkmenistan,2010,57.82000000000001
Turkmenistan,2011,57.64
Turkmenistan,2012,57.769999999999996
Turkmenistan,2013,57.09
Uganda,1991,11.879999999999999
Uganda,1992,11.78
Uganda,1993,11.879999999999999
Uganda,1994,11.350000000000001
Uganda,1995,11.22
Uganda,1996,11.07
Uganda,1997,10.89
Uganda,1998,10.879999999999999
Uganda,1999,10.85
Uganda,2000,10.97
Uganda,2001,11.25
Uganda,2002,11.81
Uganda,2003,12.27
Uganda,2004,12.340000000000002
Uganda,2005,12.600000000000001
Uganda,2006,12.34
Uganda,2007,12.79
Uganda,2008,12.309999999999999
Uganda,2009,12.45
Uganda,2010,12.639999999999999
Uganda,2011,12.54
Uganda,2012,12.529999999999998
Uganda,2013,12.13
Ukraine,1991,0.0
Ukraine,1992,59.58
Ukraine,1993,49.459999999999994
Ukraine,1994,45.91
Ukraine,1995,38.870000000000005
Ukraine,1996,36.97
Ukraine,1997,33.6
